case_name,AR,Lambda_c_4,c_r_extension_factor,D_f,twist_r,delta_twist_k,delta_twist_t,alpha,beta,drag,lift,side_force,pressure_drag,viscous_drag,pressure_lift,pressure_side_force,Cd,Cl,pitching_moment,Cm,Cf,L_D_ratio,Cl2_over_pi_AR,mahal_dist
geo-99182b21-1b8e-4bb9-a967-fe159a3c9f5f,10.1608,34.6796,1.197,256.8937,3.2519,-6.8837,-1.8763,0.4373,0,77677.69556912921,-692865.7479,184.1222056430334,37244.871473192565,40432.824095936536,-692920.961,185.2582910043228,0.016398105,-0.146267027,1784067.055909902,0.051566876,0.008535503,-8.919751581,0.000670216,3.7721169873993627
geo-9918a03a-094a-4525-925a-d22a78987efc,9.161,35.2707,1.3177,254.5539,3.0304,-6.3035,-4.7225,2.5797,0,61789.834089132295,607380.8358449886,-193.710412,20588.44674053893,41201.38734859208,607815.9765794855,-196.9770379,0.012625783,0.124108747,-917750.2503,-0.022993279,0.008418813,9.829785834492453,0.000535195,1.793469713136919
geo-9938bdfc-748e-4a3d-aadd-0571b7691b43,8.8129,37.3108,1.0729,254.038,8.0395,-5.7235,-7.0212,3.1973,0,201248.45698720415,3047863.7988307816,180.91430885025608,163069.2645,38179.19247383966,3052695.002,185.0857055078854,0.043973639,0.6659711268703284,-6569793.542,-0.191244293,0.008343999,15.144780956132083,0.016019247,1.8538536584075787
geo-995ac427-fc60-4111-8fc8-415bb3773bb7,7.8148,31.0438,1.3698,245.1309,8.971,-3.6153,-4.9813,3.2176,0,503297.6245467356,3719591.521062146,300.6199472,469147.6412,34149.98339311043,3740905.176835102,303.1893426064929,0.1014157784533577,0.7495073515929102,-11320021.81,-0.247876899,0.0068827,7.390441241227738,0.022881476934200277,3.3110014117764686
geo-997e7b6f-0009-4b3f-914a-77b8dc16e68f,8.7978,29.2148,1.134,245.4894,6.6805,-4.8074,-3.4638,1.534,0,166417.36630795934,2601559.307102137,-115.8655968,128243.13542496196,38174.23088299743,2604290.713847381,-117.7887283,0.035742282,0.5587497757062952,-7714468.348,-0.214167783,0.008200524,15.632739327744783,0.011295638005181729,0.7504341485754533
geo-998149cb-5318-497b-a1df-0eda21915d0c,10.0696,31.0303,1.1593,245.4235,5.2612,-5.6245,-4.2421,0.0153,0,60549.60396417553,609358.6431025531,-196.2456666,20201.248860393844,40348.35510378132,609384.5237927231,-196.0088198,0.012915954,0.1299834761848642,-2616620.053,-0.077478644,0.008606741,10.063792381913656,0.00053409,1.8087353749826676
geo-99b1ebfa-0627-40e8-9215-ee01d1d19759,10.787,30.6283,1.1511,256.2992,8.2084,-5.5287,-5.3616,2.526,0,263982.2341530399,3032485.6774691474,-39.31619965,225906.6240438378,38075.61010920215,3039567.900563478,-44.19911364,0.056427241,0.6482057407592834,-7652697.463,-0.232206326,0.008140455,11.487461219496717,0.012398672668734756,0.9797030479420719
geo-99b88b5f-ed00-4575-8c6c-e704f9e53e12,9.4977,30.5931,1.3963,247.431,7.7614,-5.5188,-6.04,2.2512,0,217967.98304467756,2885073.445729468,2.1961106820850773,180231.0049855591,37736.97805911824,2890273.0213950174,1.3716103739603938,0.043627227,0.5774598332982012,-9781954.458,-0.235301632,0.007553178,13.236225822845359,0.011175713045086862,0.8994400647609891
geo-99be5898-5e8f-40ab-a425-20270d4fdfd6,7.9944,37.1775,1.0607,253.3971,6.117,-3.4598,-4.771,3.8757,0,293135.3733815431,3285937.711632049,198.28279093571143,256217.29044447583,36918.08293706679,3296400.824325873,202.50859329291671,0.06427416,0.7204892530777006,-6204172.687,-0.173617032,0.008096457,11.20962534724562,0.020668990578753738,2.2747665608425276
geo-99ff47ad-4437-49f4-8243-ee9110c10cfd,8.2646,25.2602,1.181,241.5843,5.7519,-5.2275,-6.876,3.9493,0,225475.62357426927,2569758.7058520457,-38.54696265,188717.49052267175,36758.13305159666,2576968.5930957543,-38.12410276,0.047808881,0.5448805821000283,-5157667.384,-0.136093103,0.007793995,11.39705776223567,0.011434863,1.4490996506856895
geo-9a4e450d-f5f4-490c-93ef-684412c144a8,9.0652,31.0902,1.001,257.9482,8.3239,-4.3551,-3.4576,2.142,0,317781.0893178079,3142362.904603246,204.65613276254996,280671.9157267594,37109.17359104931,3150801.792910536,208.4385174243443,0.070884891,0.7009418112408183,-5224793.33,-0.162938267,0.008279319,9.888451548,0.017251889592510325,2.284813489413171
geo-9a648ae0-3818-4ac4-96bf-be75b1fb735f,10.6746,32.0231,1.0434,249.2309,7.978,-5.4314,-7.1843,1.7858,0,164486.74185661742,2618419.369276168,239.26408546925228,125854.19267028502,38632.54918633351,2621044.4799191565,239.82267526288055,0.036244905,0.5769727145176776,-5104803.607,-0.167261545,0.00851446,15.918725969772288,0.009926795,1.5472809957065818
geo-9a8d3212-e187-4cfc-8151-0ffd3f1491c6,9.46,32.0574,1.0105,243.7308,4.0805,-6.9154,-7.3516,3.256,0,70117.41771840215,1011327.3644615436,18.615842848705377,30434.67563802292,39682.74208,1011740.7463734326,18.52448390433571,0.015600776,0.2250153044025828,891650.0569748875,0.028661557,0.008829166,14.423340125318553,0.001703661,3.2079727293686444
geo-9a8fc726-1803-4385-b6a3-98a0ab86d5fc,9.302,33.8953,1.0694,248.3452,6.1142,-4.9723,-6.7069,2.7187,0,133393.46373670982,2584071.5381805017,60.89330917126821,94209.32748737949,39184.13624933051,2585998.5089053907,59.85564249544938,0.0291821,0.5653098215228566,-5151082.599,-0.156984768,0.008572154,19.371800280116435,0.010935707,2.031278906
geo-9ac602d7-3231-4ab5-a597-c1d88817b293,7.7808,27.7691,1.1969,256.6495,5.5829,-3.8127,-1.7314,1.5327,0,188469.08226907303,2682337.379,518.1256222756145,149534.6667301796,38934.41553889219,2685835.479093658,517.0116307554666,0.03978775,0.5662688404187286,-8712168.611,-0.220377393,0.00821941,14.232240891239478,0.013118108074955072,0.6823512851285071
geo-9ad3db18-3c81-4cc5-80aa-d276da8b7258,10.4495,25.2444,1.1491,257.6468,8.6063,-4.2046,-6.3016,1.8187,0,339933.02063548384,3079025.822577091,-95.92382676,302123.60347180325,37809.41716368148,3087179.8697178643,-91.65021887,0.072717506,0.6586564588065756,-6620599.884,-0.201256589,0.008088041,9.057742660071794,0.013215163077392419,1.6976117095542675
geo-9af1616f-43d5-4723-831a-acfc93cadbb5,8.4996,32.7524,1.0911,248.2718,3.9331,-6.0508,-4.263,1.8259,0,59993.47381750999,733767.6268,95.96742294,19961.069956656786,40032.40386085368,734160.4198986526,98.58759630992576,0.013044078,0.1595393851228933,-1784710.149,-0.05113936,0.008703997,12.230790785458478,0.000953208,1.5090076410818634
geo-9b2cfd00-675e-4843-9755-0bd6a8614fee,9.4767,30.5801,1.1006,253.623,4.7981,-3.4646,-6.3634,2.3837,0,141182.28437476794,2539574.953579231,-45.44306467,101646.18352340034,39536.10085,2541822.1805709293,-43.24347705,0.030607983,0.5505738048906146,-6008695.299,-0.177589863,0.008573063,17.987915161068955,0.010181788800019586,1.3385139953598941
geo-9b32ce80-cd05-49a7-9f6f-b443b09ec5bd,10.2311,30.516,1.323,244.0288,4.0203,-5.4562,-2.2846,1.0291,0,63592.46716,919779.5729597722,172.65785444942065,22962.918579150104,40629.54858421609,920188.7317,172.79925254773917,0.012975851,0.1876782392608141,-3983957.405,-0.105063747,0.008290293,14.463656058459062,0.001095861,1.5473732785626417
geo-9b7138e3-fc5c-48b1-86f0-82ee15fdf7a4,9.973,30.6919,1.1285,256.1174,8.8718,-4.1337,-2.1091,0.0634,0,258712.5639378775,3089404.901299219,-530.7534922,220282.1276137716,38430.43632410551,3089906.7074399134,-533.565764,0.055650476,0.6645477582706387,-9672485.714,-0.287098367,0.008268265,11.941456782288563,0.014095377219629382,1.7360753294018434
geo-9bb48c67-e10b-4f56-aeea-6b84c4ca712c,8.0343,32.6716,1.2366,253.0194,4.9139,-3.4947,-2.3246,3.6283,0,273697.6228227884,3235276.041777266,-157.1624624,236154.4033834189,37543.21943936972,3244352.858900995,-163.1690981,0.05714562,0.6754967546275256,-9687083.412,-0.237735212,0.007840272,11.820621634964008,0.018077927,1.0528491383471292
geo-9bd9ec7b-e63d-4971-a3cf-c4a848fdf346,8.918,33.2342,1.3485,257.4735,8.5318,-4.9903,-6.1906,1.9325,0,248341.21185737711,3141604.413451873,466.4920860351125,210209.52649078763,38131.68536658953,3147364.215,464.8899162248754,0.050332731,0.6367268983470855,-11166382.48,-0.269726787,0.007728326,12.650354687228102,0.014470683775497113,1.4027506106777632
geo-9bdcc07f-7b4b-4a78-b4b0-47dee60eea5a,10.3627,28.7068,1.1264,246.3434,8.9371,-6.2812,-4.7141,3.6426,0,376697.8623988805,3295055.0713003604,-190.3956092,340555.0024066814,36142.85999219964,3310203.9911675816,-190.5837241,0.081094185,0.7093478180673549,-6156779.25,-0.189626596,0.007780666,8.747209369113055,0.015455949005277986,2.1996191913427903
geo-9c2349fd-8fa3-4536-b304-beb8a1fa83dd,7.9523,28.7543,1.0609,251.9371,3.7793,-5.2713,-2.8179,1.1735,0,62590.63084079291,786585.6144782755,55.614150896902544,22751.90185081957,39838.72898997422,786963.6536768014,54.54175712674643,0.013725959,0.1724961394820392,-2915165.782,-0.08267876,0.008736482,12.567146295090868,0.001191012,1.4744175468686556
geo-9c2db28f-e10a-4906-b98e-7dfd8b52d881,7.7288,31.9062,1.0876,256.2891,3.8856,-5.2034,-4.1875,1.9174,0,67576.64348729061,1139014.640510328,-124.7777095,27263.550956961928,40313.09253032856,1139554.8496855744,-128.1784547,0.014707401,0.2478954938971714,-3255143.459,-0.089181116,0.008773708,16.855152634571994,0.002530902,1.0894089880504467
geo-9c4182d8-1029-4ba0-8aab-0825d246376c,7.9,28.7497,1.0602,243.0255,7.1091,-4.72,-7.0722,2.2044,0,184445.8669730657,2539345.6237559384,-163.4628865,147113.72273303996,37332.14424002644,2543290.404639422,-166.9359037,0.040456565,0.5569829404783786,-5354386.898,-0.151439543,0.008188432,13.767430332970001,0.012499908191448873,1.4286059721365645
geo-9c603a89-bb37-471d-83e2-5d2b6321db36,8.7358,30.7042,1.1626,256.6975,4.0818,-6.0054,-2.0701,3.5834,0,113797.81242520169,2354936.5029266365,1.346400234416052,73576.72859393735,40221.08383126388,2355650.582761639,2.038992421860556,0.024252234,0.5018766961042312,-6231861.664,-0.171440933,0.008571746,20.694040181787532,0.009177862,1.2791002551863406
geo-9c63a571-24a8-47b8-bc50-abac229cdf29,10.4561,37.3544,1.3494,249.8324,8.9774,-4.3079,-7.419,3.2917,0,399977.5812480782,3440416.3072286067,386.1708866383418,363586.2632029852,36391.318045093125,3456110.4064649893,376.7366523948886,0.081046516,0.6971234594730638,-10465708.31,-0.273551329,0.007373848,8.601522856589222,0.014794483,2.586416125614724
geo-9ca92123-dc28-49dd-b08f-c18ec745df2a,10.7504,28.0497,1.3586,254.4707,6.7387,-6.4569,-5.8727,0.379,0,78846.53098733307,1358999.7156312836,31.15088371429733,37496.299246710485,41350.23174062179,1359538.5334741147,29.686493710996444,0.015937853,0.2747050235690301,-4275110.63,-0.112527129,0.008358395,17.236011510127504,0.002234389,0.9551181538873982
geo-9cac5011-30c9-4989-bee5-e258f8b1c313,9.873,25.209,1.3231,244.8387,7.5042,-3.8959,-5.4581,1.8374,0,299706.5771512031,2988155.874404321,8.731770481160694,262636.78873059206,37069.78842061068,2995344.1731875623,12.485518943712153,0.061152598,0.6097079875386326,-8388873.199,-0.217306448,0.007563738,9.970271266008265,0.011985185,1.214262099559675
geo-9cb34e0c-2d76-4995-9bf5-96af5f0ec829,8.0749,29.8849,1.1765,253.6522,4.2539,-5.2133,-1.6259,0.0462,0,61474.91599538877,524351.0453,129.15223793618372,21279.460457882808,40195.45553750663,524328.1029405975,130.58295961536516,0.013051069,0.1113192554826508,-3753356.308,-0.098230203,0.008533414,8.529512189116996,0.000488488,2.310094576364991
geo-9d077bcd-7827-4376-9b98-66b841b05ab1,8.3362,34.1203,1.2467,244.4428,4.648,-3.4306,-2.2829,0.6627,0,85962.76935,1831436.621707624,-4.060211517,46001.28876777719,39961.480584270656,1832271.486243955,-2.63972283,0.017899167,0.3813417227926091,-8447632.588,-0.209569219,0.008322459,21.304997913773878,0.005552782,1.6722257761109058
geo-9d450b9d-a045-4956-80f2-2f87b1c6053b,8.6948,29.969,1.0423,252.9582,5.9808,-3.7605,-3.7931,1.922,0,190609.4966257824,2815799.305188004,656.0956616,151979.42847181766,38630.06815396508,2819599.7728675343,658.7124228,0.042023044,0.6207899353464105,-6243823.969,-0.187810857,0.008516598,14.772607635159854,0.014108468247595428,1.4119030806032087
geo-9d4f0a43-68d4-4f6e-b536-5b76e83a2075,7.5259,29.6089,1.2971,251.7999,3.1461,-4.7922,-6.9602,3.8326,0,103152.12564466956,2004920.564449552,186.68109497731527,63270.20654843572,39881.91909623339,2005386.0922619796,189.40744922950185,0.02118913,0.4118434016351761,-4878331.412,-0.110699601,0.008194051,19.436541437410156,0.00717391,1.553963311886955
geo-9d7e7500-9bf8-4cd0-9b1a-a6740886de04,10.9927,36.9028,1.1877,254.2377,5.6667,-4.1222,-3.9128,3.8133,0,242891.0482440567,3205088.606006104,-562.173129,204649.2192486745,38241.82899538177,3212092.074,-556.2091358,0.051406611,0.6783401153322473,-8557264.971,-0.259089007,0.008093639,13.195581431167579,0.013324188044127248,1.1369528661778212
geo-9dad1642-73d4-400a-9192-a12a41f07ac4,10.4751,27.0464,1.0255,249.6466,4.4197,-5.2146,-5.8352,2.9474,0,112630.42506010736,1818364.4402699876,-88.06081144,73354.41637573425,39276.00868437337,1819628.5680086345,-90.29654725,0.024946258,0.4027454309964713,-2218411.416,-0.072993642,0.008700911,16.144522577266223,0.004928936,2.157236628447957
geo-9dca1213-98c6-4526-8461-76dc4d2a7556,8.8981,34.6663,1.1587,244.3592,5.9531,-6.4696,-3.5775,0.5723,0,61854.09075532204,963232.4948215872,54.80522321944706,21735.253689863493,40118.837065458094,963613.7635898108,56.66261118478019,0.013193679,0.2054606278569823,-3863420.129,-0.10585686,0.008559206,15.572656279628976,0.001510115,1.3891180732918862
geo-9e0ce3b4-294a-44de-9180-2d4c6e5dbcb4,8.4614,28.3467,1.0843,254.0704,4.315,-6.7592,-6.0835,2.4751,0,68035.00616,883692.9835487165,148.59225955985417,27912.05667,40122.94949565349,884344.2316261716,149.95150289312994,0.014817931,0.1924671180903747,-1077703.833,-0.030473655,0.008740488,12.988798464273907,0.001393545,1.7331481574998628
geo-9e18c843-8f6f-4283-8fc2-88745af71489,9.704,30.3967,1.3301,249.9282,7.7566,-4.8715,-6.3914,0.98,0,165745.21291847643,2609220.336822072,-426.4320162,126932.6419774318,38812.57094104445,2611217.0443377555,-426.5854752,0.033749227,0.5312923770539667,-9356981.633,-0.235201437,0.007904655,15.74235714491164,0.009259052,1.106329565049033
geo-9e25f233-1104-4a07-b91a-113cbbb9d104,10.5273,30.4257,1.0368,245.2653,5.0815,-5.2574,-3.816,0.9715,0,68873.40877786822,1343218.5656389715,78.67614848928261,28748.510237212824,40124.89854065545,1343750.4308702324,80.81816626541035,0.015208271,0.2966026039385482,-3169489.758,-0.105343595,0.008860127,19.502716497903442,0.002660009,0.9973078521771607
geo-9e2b3094-d0da-4d1e-a353-1686c7505d3c,7.5608,32.7702,1.3433,255.5226,6.8964,-6.2481,-2.305,2.5529,0,173524.0061731533,2851383.3849490825,729.8581617590155,134682.55502292165,38841.45115023133,2855286.5209556115,737.1912151386439,0.035217364,0.5786992092232202,-10795612.9,-0.241045693,0.00788298,16.432212740085088,0.014098994949770212,1.0784386445587761
geo-9e67737d-421a-4b61-b986-82c76b4eb8ea,7.5142,28.495,1.0224,247.7768,4.3224,-5.5245,-4.2293,3.4736,0,119905.92705842928,2284624.646710782,-262.4781635,81082.94959352145,38822.97746490861,2286046.0346627184,-264.7351456,0.02658143,0.5064686265480705,-3935049.343,-0.109921046,0.008608237,19.053475526672536,0.010866069,2.459191542486508
geo-9e783e98-a10d-454d-8c4e-0d083cfed390,8.6737,37.0349,1.1642,251.4033,4.2153,-5.5948,-1.5075,1.124,0,60608.04701101973,877407.0584046288,-39.41134094,19991.858340073155,40616.18867094744,877782.3024612386,-40.56904506,0.012908198,0.1868686570420991,-4352997.898,-0.117266159,0.008652113,14.476741978587507,0.0012815,1.7356864768545328
geo-9e805181-0495-43fa-b55c-d0a3e97e70cb,9.7264,35.0542,1.077,245.4579,7.823,-4.4905,-6.3607,1.3626,0,161976.50678067916,2889252.4624236277,468.5957781115794,123186.9675709492,38789.53920972985,2891700.017060013,469.02251571984783,0.035358686,0.6307098028037873,-7372621.515,-0.228430044,0.008467524,17.837478532215528,0.013018386569732355,1.3618267873369991
geo-9e9c2563-c421-433e-ab26-40fce2e5a9f5,8.6401,35.4452,1.2785,244.9148,4.0487,-6.8995,-6.9764,0.5546,0,102008.27221631624,-601336.8938,-260.7368893,63193.485492238506,38814.78672407701,-601016.1756,-262.1934291,0.021063173,-0.124167016,3281267.628,0.082227376,0.008014627,-5.894981659,0.000567994,3.7583541889498653
geo-9ebb8aca-18d0-46e2-9bdc-fcb7555f0eaa,10.6121,36.1119,1.3086,243.0449,4.3854,-5.2697,-5.1167,0.7773,0,60298.31046223714,667145.7182785425,45.90194151567574,19455.35036178867,40842.96010044884,667387.0611830675,46.40876497747706,0.012348318,0.1366228621392815,-2240018.098,-0.059839966,0.008365802,11.064086425711045,0.000559881,1.6171237562671088
geo-9ee51c33-1fc2-43b5-a6b3-db85d1d35167,7.8156,27.5218,1.2024,245.5431,7.7041,-3.0879,-3.335,2.3972,0,408249.3821219066,3384594.571676328,93.02312581599205,372604.76211315393,35644.62000875204,3397790.745374554,95.45896648,0.086037865,0.7132975641236043,-9132803.029,-0.226864422,0.00751356,8.290507517940766,0.020721886229442613,2.3603446747300896
geo-9ee7777c-1c5f-4e3a-a5ab-de24c758e349,9.6307,28.0226,1.0572,253.656,6.5197,-5.5264,-4.0426,1.7153,0,138115.0506146128,2260569.185674289,-467.5898666,99090.54997756083,39024.50063705116,2262567.0245652064,-468.2962591,0.030320255,0.4962604228558859,-5223515.894,-0.163493625,0.008566963,16.367290716071555,0.008139759,0.8979570848830312
geo-9f0a018a-809d-4b95-8e1f-f3446c07388d,9.7043,29.3475,1.3173,252.1689,6.5111,-6.1311,-5.866,3.0544,0,176524.59231703338,2556675.7188024176,-161.0315892,138008.15515928162,38516.437157752014,2560638.7808997766,-161.2350743,0.036066393,0.5223638863656316,-7494003.667,-0.190193828,0.007871025,14.483396818788275,0.008950189,0.45427254098401876
geo-9f1e8803-28f1-4894-982a-d3317289875b,9.8887,30.5388,1.0283,251.6467,3.1498,-4.6407,-6.9882,0.5116,0,81238.35995864912,-249214.6321,117.05676729770649,41659.22313,39579.13682935708,-249078.6027,120.14717127884064,0.017982524,-0.055164927,1037743.0322845152,0.033645889,0.008760997,-3.067696495,9.795734795406382e-05,3.1051886659216508
geo-9f2d8d5d-80e4-4bc8-9aab-3037e0c75dd9,7.6825,35.5126,1.088,241.1634,4.6118,-3.1335,-1.5937,1.2034,0,102504.60746290062,2130998.477432738,-54.35044978,63461.83225303143,39042.77520986842,2132432.417561269,-55.6360566,0.022306609,0.4637386634721491,-7973167.457,-0.217719093,0.008496275,20.78929455150617,0.008910338,1.273498119816153
geo-9f549d04-a0fe-4def-9c4f-a5efa8e6b65b,8.6402,26.2779,1.0254,250.761,4.154,-6.8718,-6.802,2.2546,0,74009.00949963626,467959.0153428587,-83.85433065,34591.50362,39417.50588,469123.50070088106,-85.13882262,0.016395957,0.1036716451461571,294694.32825155085,0.008950877,0.008732509,6.323000652,0.000395955,2.188185118241058
geo-9f60587a-8c1c-4949-8b7c-aa7219114966,8.6039,31.9464,1.2691,242.6882,8.1066,-4.6192,-6.5424,2.6737,0,290988.0608050759,3183064.2717812774,-71.12575236,254487.62591916896,36500.43488590575,3191871.8900259123,-76.18865934,0.060236683,0.6589178724480713,-9608602.63,-0.241992924,0.00755582,10.938813994549148,0.016062655616328927,1.185883478660079
geo-9f63b3d7-19ce-4c28-aa43-8b920118ea2f,8.0204,25.6563,1.3828,253.9126,4.1586,-5.254,-2.7316,1.1213,0,79016.70812997241,1169156.3036219142,-128.9764538,38747.38360906448,40269.324520906885,1169975.606854769,-125.6284171,0.015868011,0.2347881236572868,-4938696.93,-0.108500079,0.008088455,14.796317529437244,0.002187794,1.1866602840125955
geo-9f740fdd-9f26-43aa-9b7f-6f21deaaa199,10.0398,28.2855,1.3378,249.4126,7.9935,-4.8073,-5.6236,2.2951,0,296842.8170531981,3101599.0094139134,74.05669480417167,259489.33983312204,37353.47722007607,3109819.2515755408,75.61786185626593,0.060320464,0.630265856,-9366300.456,-0.23809643,0.007592011,10.448624090702076,0.012594259195642783,1.2849394181257014
geo-9f8ba6e8-bf7b-48de-928d-2cc69030fba2,10.1343,34.0151,1.3167,240.4681,3.3142,-6.82,-1.7477,2.0823,0,58462.732574038026,545722.6213385119,-70.30049277,18006.571948050547,40456.16062598605,546114.8935517169,-72.26878239,0.011946642,0.1115163899477935,-1856443.278,-0.048169779,0.008268735,9.334538385584477,0.000390601,1.757953917560792
geo-a035138e-580c-47d5-a901-a847c06d3b8a,9.3338,29.3952,1.0574,249.1313,3.0404,-6.3244,-4.6255,1.9647,0,64807.02445399037,140252.47997890093,-3.379278499,25046.07388302376,39760.95057096634,140995.11258937867,-1.360819718,0.01422326,0.030781347,397315.5124,0.012044049,0.008728136,2.164155524197425,3.231222660150133e-05,2.376223853278444
